[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[46800/301460]	[L1: 0.0089][KLoss: 0.0005][Total: 0.0094]	121517.2+11.7s
[50400/301460]	[L1: 0.0088][KLoss: 0.0005][Total: 0.0093]	131234.5+11.4s
[54000/301460]	[L1: 0.0088][KLoss: 0.0005][Total: 0.0093]	141083.4+12.6s
[57600/301460]	[L1: 0.0088][KLoss: 0.0005][Total: 0.0093]	150952.0+11.0s
[61200/301460]	[L1: 0.0087][KLoss: 0.0005][Total: 0.0092]	160372.0+10.7s
[64800/301460]	[L1: 0.0087][KLoss: 0.0005][Total: 0.0092]	169852.1+11.3s
[68400/301460]	[L1: 0.0086][KLoss: 0.0005][Total: 0.0091]	179053.0+10.8s
[72000/301460]	[L1: 0.0086][KLoss: 0.0005][Total: 0.0091]	188875.2+12.0s
[75600/301460]	[L1: 0.0086][KLoss: 0.0005][Total: 0.0091]	198220.8+10.8s
[79200/301460]	[L1: 0.0085][KLoss: 0.0005][Total: 0.0090]	207473.0+10.7s
[82800/301460]	[L1: 0.0085][KLoss: 0.0005][Total: 0.0090]	216777.0+11.1s
[86400/301460]	[L1: 0.0085][KLoss: 0.0005][Total: 0.0090]	226273.9+11.4s
[90000/301460]	[L1: 0.0084][KLoss: 0.0005][Total: 0.0089]	235894.1+11.5s
[93600/301460]	[L1: 0.0084][KLoss: 0.0005][Total: 0.0089]	246129.1+12.3s
[97200/301460]	[L1: 0.0084][KLoss: 0.0005][Total: 0.0089]	255986.5+12.2s
[100800/301460]	[L1: 0.0084][KLoss: 0.0005][Total: 0.0089]	265928.7+11.7s
[104400/301460]	[L1: 0.0084][KLoss: 0.0005][Total: 0.0088]	275896.3+11.9s
[108000/301460]	[L1: 0.0084][KLoss: 0.0005][Total: 0.0088]	285873.8+12.5s
[111600/301460]	[L1: 0.0083][KLoss: 0.0005][Total: 0.0088]	295748.5+10.8s
[115200/301460]	[L1: 0.0083][KLoss: 0.0005][Total: 0.0088]	305144.4+11.3s
[118800/301460]	[L1: 0.0083][KLoss: 0.0005][Total: 0.0088]	314668.1+11.4s
[122400/301460]	[L1: 0.0082][KLoss: 0.0005][Total: 0.0087]	324156.9+10.0s
